Date & Time,Amoranto Sport Complex,Aurora A. Quezon ES,Bagong Lipunan ng Crame Brgy. Hall,Bagong Silangan Evacuation Center,Bagumbayan ES,Balingasa Elementary School,Balingasa High School,Batasan Hills,Brgy Baesa Hall,Brgy Fairview (REC),Brgy N.S Amoranto Hall,Brgy Valencia Hall,Brgy.Tatalon Multipurpose Hall,Carlos P. Garcia HS,Commonwealth High School,Dona Imelda,Dona Juana Elementary School,Emilio Jacinto Sr HS,Flora A Ylagan High School,Holy Spirit,Ismael Mathay Senior High School,Jose Maria Panganiban Senior High School,Jose P Laurel Senior High School,Kaligayahan,Kalusugan Brgy Hall,Kaunlaran Barangay Hall,Laging Handa Hall,Lagro High School,Libis,Lupang Pangako Elementary School,Maharlika Brgy Hall,Maligaya High School,Mariana Barangay Hall,Masambong,Nagkaisang Nayon,New Era Brgy Hall,North Fairview Elementary School,Old Balara Elementary School,Pansol Kaingin 1 Brgy Satellite Office,Payatas ES,Phil-Am,Pinyahan Multipurose Hall,Placido Del Mundo Elementary School,Project 6 Barangay Hall,QCU,Quezon City University San Francisco Campus,Quirino High School,Ramon Magsaysay Brgy Hall,Ramon Magsaysay Elementary School,Ramon Magsaysay HS,Sacred Heart BH,San Agustin Brgy Hall,San Roque Barangay Hall,Sauyo Elementary School,Sikatuna Brgy Hall,South Triangle,Talipapa,Tandang Sora,Toro Hills Elementary School,Ugong Norte,UP Village,White Plains Barangay Hall
2026-08-09,3.000,3.000,3.500,2.500,3.000,2.400,2.690,2.690,2.500,2.000,3.000,3.500,3.000,2.500,1.600,3.000,0.000,2.500,2.800,5.500,2.690,1.500,3.500,1.500,2.500,2.800,3.000,1.600,3.000,2.000,3.000,2.000,3.000,3.000,3.000,3.000,2.000,2.500,2.500,2.000,6.000,3.000,1.800,2.400,2.000,2.500,2.500,2.500,3.200,3.000,3.000,1.500,3.000,2.000,3.000,7.000,2.690,0.000,2.000,2.690,3.000,3.000
2026-08-09,2.500,2.500,3.000,3.500,3.000,2.200,2.910,3.520,3.000,3.000,2.000,3.000,2.500,3.000,2.800,3.000,0.500,3.000,2.800,8.500,3.120,3.500,3.000,4.000,3.000,3.000,3.000,3.600,3.500,3.800,2.500,3.000,3.000,2.500,10.000,2.500,3.500,3.500,4.000,4.000,6.000,3.000,3.000,2.800,3.000,3.000,3.000,2.000,2.400,2.500,2.500,3.500,3.000,3.000,3.000,6.000,3.290,0.000,3.000,3.110,3.500,3.500
2026-08-09,1.000,3.000,0.500,0.000,0.500,1.800,1.260,0.170,1.000,0.500,1.000,0.500,2.500,1.500,0.000,1.500,0.000,0.000,0.400,0.500,0.620,0.000,1.500,0.000,1.000,1.000,0.500,0.200,0.500,0.200,1.000,0.500,1.000,1.000,0.000,0.500,0.000,0.500,0.000,0.000,2.000,1.000,0.000,0.200,0.000,0.500,2.000,1.000,1.000,3.000,1.000,0.000,1.200,0.500,0.500,2.000,0.320,0.000,0.500,0.710,0.000,0.000
2026-08-09,21.000,21.500,22.500,12.000,20.500,14.800,18.960,11.250,7.500,13.000,23.000,24.500,22.000,19.000,10.800,23.000,0.000,9.000,17.400,23.000,10.930,11.500,21.500,11.000,21.500,22.410,21.000,8.400,21.000,9.400,22.000,10.500,23.500,20.500,22.000,14.000,14.000,13.500,14.000,11.500,36.000,18.500,7.000,14.600,11.500,14.500,16.500,13.500,21.810,21.500,19.000,9.500,21.410,8.000,16.500,48.500,9.910,5.000,11.000,22.010,12.500,22.500
2026-08-09,15.000,11.000,9.000,36.500,10.000,8.000,9.350,23.450,10.500,22.000,3.500,8.500,12.000,18.500,24.210,12.500,0.000,18.500,18.200,60.000,15.030,3.000,15.000,2.500,13.500,12.400,18.000,2.400,13.500,20.200,4.000,2.500,13.500,6.500,2.500,16.000,14.500,19.000,19.000,22.000,23.500,19.000,21.810,12.800,8.000,14.500,19.500,9.500,5.400,18.500,19.000,2.000,11.600,25.000,23.500,27.500,16.480,45.000,6.000,11.840,17.000,9.000
2026-08-09,0.500,0.500,1.000,4.500,1.000,1.000,1.240,1.240,0.000,0.000,0.500,0.500,1.000,1.000,0.200,0.500,0.000,2.000,0.600,4.500,1.240,0.500,1.000,0.000,1.000,1.000,0.500,0.000,1.000,0.600,0.500,0.000,0.500,1.000,0.000,1.000,0.500,2.000,1.500,0.500,1.500,0.500,0.000,1.200,0.500,1.000,0.500,1.500,0.400,0.500,0.500,0.000,1.000,0.500,1.000,1.000,1.240,23.500,1.500,1.240,0.500,1.000
2026-08-09,0.500,0.500,2.000,0.000,2.500,0.000,0.030,0.350,0.000,0.500,0.000,2.500,0.000,0.000,0.400,0.500,0.000,0.000,0.000,0.500,0.020,0.500,1.500,1.500,0.000,1.400,0.000,1.000,2.000,1.000,0.000,2.000,1.000,0.000,1.500,0.000,0.500,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.500,0.000,1.000,1.600,0.000,0.000,0.000,0.110,0.000,0.000,3.060,0.000,4.500
2026-08-09,7.000,5.500,9.000,4.500,10.000,1.000,3.040,4.690,1.000,5.000,3.000,12.000,8.000,8.000,2.800,8.000,0.500,2.500,6.800,10.000,1.940,3.000,12.500,4.500,8.000,9.200,6.000,6.200,10.000,5.800,1.500,4.500,11.000,2.000,6.500,3.000,4.500,3.000,2.500,5.500,4.000,7.000,1.600,2.800,3.000,1.500,8.500,1.500,3.200,8.000,6.500,3.000,9.400,2.500,6.500,11.000,2.290,0.000,1.500,10.490,2.500,12.500
2026-08-09,5.000,4.000,4.500,11.500,5.000,1.000,4.370,7.390,0.500,14.000,2.500,5.000,5.000,7.000,12.400,4.500,0.000,2.000,7.000,4.000,5.080,16.000,6.500,6.500,5.000,4.400,5.500,11.800,6.000,22.210,1.500,9.000,4.500,1.000,31.000,0.500,14.500,1.500,6.500,16.500,2.000,8.000,4.600,0.800,11.000,1.000,6.000,1.000,3.000,6.500,7.500,9.500,5.400,6.000,7.000,9.500,6.450,5.500,0.500,5.970,4.500,7.000
2026-08-09,13.000,6.000,6.500,38.500,5.500,31.810,22.430,22.430,35.000,26.000,15.500,5.500,9.500,13.000,21.410,6.500,0.000,45.000,16.400,101.000,22.430,14.500,8.000,15.500,10.500,6.600,13.500,11.400,7.000,18.200,18.500,16.500,7.000,25.000,26.500,43.500,17.000,51.500,36.000,18.000,71.000,16.000,27.810,37.010,16.000,34.500,13.000,35.500,14.800,11.500,14.000,8.500,7.200,29.500,17.000,49.500,22.430,45.500,34.500,22.430,30.500,4.500
2026-08-09,6.000,5.000,7.500,10.500,6.500,5.200,7.440,7.440,3.500,5.000,5.500,7.500,5.000,6.500,3.000,7.000,0.000,6.000,6.800,21.000,7.440,4.000,7.000,2.500,5.500,7.400,5.500,4.400,9.000,8.000,8.500,2.500,7.000,9.500,4.500,8.500,4.000,10.000,9.500,6.500,19.000,6.500,4.800,6.800,6.000,6.500,6.500,4.500,4.400,6.000,6.000,2.500,7.000,4.500,6.500,17.000,7.440,45.500,5.500,7.440,9.000,8.000
2026-08-09,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.190,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.190,0.000,0.500,0.000,0.500,0.200,0.000,0.200,0.000,0.200,0.000,0.500,0.500,0.000,1.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.190,4.000,0.000,0.190,0.000,0.000
2026-08-09,0.500,1.000,0.500,0.500,0.500,0.000,0.240,0.460,0.500,1.000,0.000,0.500,0.500,0.500,0.200,1.000,0.000,0.220,0.000,0.000,0.290,1.500,1.000,0.500,0.500,0.400,0.000,0.600,1.000,1.400,0.000,0.500,0.500,0.500,2.000,0.000,1.500,0.000,0.000,1.500,0.000,0.500,0.200,0.000,1.500,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.400,0.000,0.000,0.500,0.560,0.000,0.000,0.590,0.500,0.500
2026-08-09,1.000,0.500,1.500,1.000,1.000,0.000,0.000,0.720,0.500,1.500,0.000,2.000,1.000,1.000,1.200,0.500,0.000,0.550,0.800,2.500,0.350,1.500,1.000,3.500,1.000,0.800,1.500,3.600,1.500,2.400,0.000,2.500,1.000,0.000,4.000,0.000,2.000,0.000,0.500,3.500,0.000,1.000,0.800,0.200,2.000,0.000,0.500,0.000,0.600,1.000,1.000,4.000,1.000,1.000,1.000,1.000,1.090,0.000,0.000,1.070,0.500,1.000
2026-08-09,0.500,0.000,0.000,0.000,0.000,0.000,0.040,0.080,0.000,0.500,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.500,0.140,0.000,0.500
2026-08-09,0.000,0.000,0.000,3.000,0.000,1.200,0.590,1.360,2.000,1.000,0.500,0.000,0.000,0.000,1.000,0.000,0.000,1.500,0.200,5.500,0.800,0.000,0.000,0.500,0.000,0.000,0.000,0.600,0.000,1.200,0.500,0.500,0.000,1.000,0.000,1.000,1.500,1.500,0.500,1.500,2.500,0.000,0.600,0.600,1.000,1.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.790,0.000,1.000,0.140,1.000,0.000
2026-08-09,2.000,0.500,0.500,2.000,0.000,4.200,2.750,2.750,6.500,3.000,2.500,0.500,1.500,1.500,2.800,1.000,0.500,7.500,2.200,15.500,2.750,4.500,1.000,0.000,1.500,0.200,2.000,0.800,0.500,0.800,3.000,0.000,0.500,3.000,6.500,4.500,3.000,5.500,1.000,1.500,6.000,2.000,3.800,5.400,3.000,4.000,1.500,4.000,2.200,1.500,2.000,1.000,0.400,4.500,2.000,7.500,2.750,4.000,5.500,2.750,2.500,0.000
2026-08-09,6.500,7.000,6.000,12.500,7.000,13.600,12.340,12.810,16.500,10.500,9.500,11.000,7.000,7.500,8.600,8.000,0.000,16.000,7.400,39.500,15.560,12.000,5.500,13.500,6.500,5.600,7.000,4.000,6.500,19.000,9.500,15.000,6.000,12.000,35.000,14.500,1.000,15.000,7.500,18.500,25.000,8.000,14.600,14.000,11.000,14.000,7.500,15.500,8.200,6.000,6.000,12.500,5.400,16.000,7.000,22.500,15.610,17.500,16.000,6.510,7.000,7.000
2026-08-09,3.500,4.500,5.000,8.000,4.500,3.800,5.670,5.670,5.500,6.000,3.000,5.500,4.500,5.500,4.200,5.000,0.000,4.500,5.200,12.000,5.670,6.000,6.000,3.500,5.000,5.000,4.500,6.200,5.000,10.600,3.500,4.500,5.500,3.500,12.500,3.000,4.000,4.000,4.000,9.500,6.500,6.000,6.400,3.200,6.500,3.000,5.000,3.500,1.600,5.500,5.500,4.500,5.200,6.500,4.500,7.500,5.670,32.500,4.000,5.670,4.000,6.000
2026-08-09,2.500,2.500,3.000,2.000,2.500,1.600,2.540,2.540,2.000,1.500,2.000,2.500,2.500,2.000,1.400,3.000,0.000,2.000,2.200,5.000,2.540,1.000,2.500,1.000,2.500,2.600,2.500,1.400,2.500,1.600,1.500,1.000,2.500,1.000,3.000,1.500,1.000,2.000,1.500,1.500,1.500,2.500,1.800,1.600,1.000,2.000,3.000,1.500,2.200,3.000,2.500,1.000,2.400,2.000,2.000,5.000,2.540,29.500,2.000,2.540,1.500,2.500
2026-08-09,1.000,1.500,1.000,0.500,0.500,1.400,1.480,1.480,1.000,0.000,1.000,1.000,1.500,0.500,0.800,1.000,0.000,1.500,0.600,2.500,1.480,2.500,1.000,2.500,1.500,1.000,1.000,1.800,0.500,1.200,2.000,2.000,1.000,1.500,6.000,1.000,2.000,0.500,1.000,1.500,2.500,1.000,1.600,1.200,2.000,1.500,0.500,1.500,1.200,1.000,1.000,2.500,0.800,2.000,1.000,2.500,1.480,9.500,1.500,1.480,0.500,0.500
2026-08-09,0.500,0.000,0.000,0.500,0.500,0.200,0.160,0.160,0.500,0.500,0.000,0.000,0.000,0.000,0.200,0.000,0.500,0.000,0.200,0.000,0.160,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.500,0.200,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.500,0.000,0.200,0.000,0.000,0.500,0.160,0.000,0.000,0.160,0.500,0.500
2026-08-09,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0.000,0.000
